zipCode,prem2018,prem2022,premChange,premPctChange,lossRatio,claimFreq,claimSev,nonRenew,nonPay
27592,1260.47,1405.41,144.94,11.5,1,0.09,14961,0.02,0
27330,1306.89,1388.8,81.91,6.27,0.35,0.04,13099,0.01,0
28690,905.12,1005.5,100.38,11.09,0.51,0.05,12360,0.01,0
28630,961.92,1064.1,102.18,10.62,0.49,0.05,10635,0.02,0
28120,1156.09,1232.19,76.11,6.58,0.55,0.06,12100,0.03,0
28411,946.35,1191.77,245.42,25.93,0.41,0.04,15613,0.01,0
27301,1089.26,1233.86,144.6,13.28,0.48,0.07,9731,0.02,0
27283,1100.68,1176.15,75.47,6.86,0.48,0.06,10296,0.02,0
28605,1756.49,1941.24,184.76,10.52,0.21,0.03,15310,0.01,0
28056,1158.11,1269.32,111.21,9.6,0.5,0.05,12618,0.02,0
27316,975.84,1034.28,58.45,5.99,0.44,0.05,10382,0.02,0
28036,1810.07,1887.08,77.01,4.25,0.46,0.05,17543,0.03,0
28624,1228.54,1341.65,113.11,9.21,0.83,0.05,27368,0.01,0
28146,1128,1221.31,93.31,8.27,0.6,0.07,12027,0.03,0
27576,1250.82,1310.44,59.63,4.77,0.57,0.06,13605,0.02,0
27573,1007.97,1097.42,89.45,8.87,0.56,0.05,17528,0.02,0
27832,1294.88,1422.49,127.61,9.85,0.26,0.05,8831,0.01,0
28421,1201.97,1117.49,-84.47,-7.03,0.86,0.06,31575,0.01,0
28435,1260.26,1353.25,92.99,7.38,0.44,0.07,11665,0.02,0
28679,1365.84,1469.4,103.56,7.58,0.19,0.02,13252,0.01,0
27565,1308.5,1290.86,-17.64,-1.35,0.5,0.07,11528,0.01,0
27831,1170.01,1328.65,158.64,13.56,0.36,0.05,10178,0.02,0
28751,1237.17,1362.64,125.47,10.14,0.25,0.03,12665,0.01,0
28431,1716.67,1867.55,150.89,8.79,0.67,0.09,18446,0.02,0
28604,1584.6,1782.02,197.42,12.46,0.34,0.03,23997,0.01,0
28009,1057.93,1203.14,145.21,13.73,0.32,0.06,6770,0.02,0
27892,1434.55,1526.54,91.99,6.41,0.36,0.06,9703,0.01,0
28676,1227.15,1326.92,99.78,8.13,0.41,0.05,12861,0.01,0
28438,1855.67,2027.93,172.26,9.28,0.42,0.09,10769,0.02,0
28463,1928.89,1917.4,-11.5,-0.6,0.49,0.08,17542,0.02,0
28774,1946.66,2170.17,223.51,11.48,0.76,0.02,76479,0,0
28779,1127.55,1249.2,121.65,10.79,0.21,0.03,11342,0.01,0
27551,1344.3,1473.17,128.88,9.59,0.53,0.04,21933,0.02,0
28556,1079.23,899.76,-179.48,-16.63,0.77,0.05,31951,0.02,0
27553,1263.13,1298.42,35.29,2.79,0.7,0.08,14506,0.01,0
27986,1367.65,1432.08,64.42,4.71,0.31,0.05,11771,0.01,0
27983,1548.03,1649.12,101.1,6.53,0.52,0.05,19033,0.02,0
27306,1376.81,1420.1,43.29,3.14,0.34,0.05,12693,0.01,0
28357,1630.81,1699.62,68.81,4.22,1,0.12,23828,0.02,0
28747,2169.88,2394.9,225.02,10.37,0.25,0.03,23473,0.01,0
27509,1047.61,1123.13,75.52,7.21,0.56,0.07,10533,0.02,0
28516,944.55,955.4,10.85,1.15,0.79,0.05,25941,0.01,0
27948,1534.8,1634.05,99.25,6.47,0.16,0.02,16193,0.03,0
27938,1381.96,1481.04,99.08,7.17,0.45,0.06,12786,0.02,0
27920,917.23,1028.41,111.18,12.12,0.18,0.01,19353,0.01,0
28775,1881.88,1669.25,-212.63,-11.3,0.39,0.02,43771,0,0
28101,1256.91,1330.08,73.17,5.82,0.54,0.05,16632,0.01,0
28352,1368.08,1494.34,126.26,9.23,0.66,0.09,15610,0.02,0
27980,1394.57,1421.53,26.95,1.93,0.5,0.03,12660,0.02,0
28729,1020.45,1158.92,138.47,13.57,0.45,0.05,11232,0.01,0
28001,1113.66,1191.85,78.19,7.02,0.44,0.05,11603,0.02,0
27823,1397.93,1505.43,107.5,7.69,0.39,0.05,11515,0.02,0
27311,1110.76,1073.66,-37.1,-3.34,0.4,0.07,6607,0.02,0
28710,958.87,1146.26,187.39,19.54,0.77,0.04,11398,0,0
27299,1003.23,1099.2,95.97,9.57,0.34,0.05,7804,0.01,0
28163,1199.95,1242.6,42.65,3.55,0.4,0.05,11921,0.02,0
27874,1384.31,1448.46,64.15,4.63,0.49,0.07,10993,0.02,0
28320,1439.63,1493.75,54.12,3.76,0.72,0.08,21359,0.02,0
28783,1348.8,1491.12,142.32,10.55,0.16,0.02,14664,0.01,0
28152,1019.36,1092.58,73.21,7.18,0.47,0.05,11271,0.02,0
28675,1081.99,1226.47,144.48,13.35,0.29,0.03,13099,0.01,0
28904,1410.48,1494.71,84.23,5.97,0.35,0.03,16628,0.01,0
28529,922.76,847.24,-75.52,-8.18,0.68,0.05,26918,0.02,0
27928,997.44,1000.99,3.55,0.36,0.23,0.03,7392,0.02,0
28560,1178.35,1201.57,23.23,1.97,0.55,0.06,18650,0.02,0
28434,1812.46,1833.23,20.78,1.15,0.49,0.1,12519,0.04,0
28040,984.43,1048.2,63.77,6.48,0.67,0.06,13298,0.01,0
27909,1141.91,1227.73,85.82,7.52,0.23,0.02,12894,0.02,0
28714,1212.15,1266.28,54.13,4.47,0.25,0.03,13275,0.01,0
28377,1542.95,1583.42,40.47,2.62,0.58,0.08,18222,0.02,0
28685,1083.41,1225.74,142.33,13.14,0.18,0.04,6478,0.01,0
28043,1025.63,1096.58,70.95,6.92,0.51,0.05,11888,0.01,0
28383,1532.56,1547.32,14.76,0.96,0.36,0.08,8147,0.01,0
28372,1531.28,1631.11,99.84,6.52,0.41,0.07,12127,0.02,0
28570,854.72,895.26,40.54,4.74,0.53,0.05,15551,0.01,0
28379,1211.16,1313.24,102.08,8.43,0.37,0.06,8239,0.02,0
28643,1157.98,1224.64,66.66,5.76,0.28,0.02,16538,0.01,0
28594,1016.33,1067.77,51.45,5.06,0.54,0.06,18635,0.01,0
28345,1207.62,1352.36,144.74,11.99,0.38,0.07,8157,0.02,0
27915,855.14,1191.23,336.09,39.3,0.16,0.03,4924,0,0
27857,1338.9,1544.08,205.18,15.32,0.37,0.08,7662,0.01,0
27864,1235.59,1425.71,190.12,15.39,0.26,0.05,7443,0.01,0
28032,1304.65,1398.31,93.66,7.18,0.43,0.05,12862,0.02,0
27360,1025.51,1105.74,80.23,7.82,0.59,0.06,11362,0.02,0
27597,1230.68,1316.52,85.84,6.97,0.64,0.06,15423,0.04,0
27571,1396.28,1561.57,165.29,11.84,0.59,0.07,13506,0.02,0
27544,1392.71,1257.89,-134.82,-9.68,0.4,0.06,8911,0.02,0
28634,1005.92,1137.08,131.16,13.04,0.49,0.05,12972,0.02,0
27013,1165.01,1271.94,106.93,9.18,0.4,0.05,12254,0.01,0
28655,983.7,1093.63,109.93,11.17,0.47,0.05,10689,0.01,0
27355,1017.63,1132.53,114.9,11.29,0.55,0.05,13575,0.01,0
28641,1196.38,1398.5,202.12,16.89,0.14,0.03,6201,0.01,0
28025,1244.96,1318.9,73.94,5.94,0.58,0.06,13428,0.03,0
28097,1072.68,1122.98,50.3,4.69,0.35,0.04,10201,0.03,0
28801,1325.62,1477.44,151.82,11.45,0.19,0.03,10019,0.01,0
28445,1059.82,1105.86,46.04,4.34,0.79,0.06,25745,0.01,0
28539,990.41,1039.15,48.74,4.92,0.73,0.09,16251,0.01,0
28582,1153.53,1019.98,-133.55,-11.58,0.34,0.05,17144,0.01,0
27103,1036.72,1151.89,115.17,11.11,0.45,0.05,11590,0.02,0
28803,1432.87,1651.74,218.87,15.28,0.26,0.03,13029,0.01,0
27880,1310.1,1377.76,67.65,5.16,0.96,0.1,13732,0.01,0
27278,1311.54,1449.79,138.24,10.54,0.44,0.05,14240,0.01,0
27871,1388.41,1530.59,142.18,10.24,0.21,0.05,7748,0.01,0
28382,1499.86,1647.2,147.34,9.82,0.47,0.08,11022,0.03,0
28704,1241.15,1429.43,188.28,15.17,0.44,0.04,14595,0.01,0
28207,3042.73,3557.93,515.2,16.93,0.41,0.05,30013,0.01,0
28270,1713.62,1877.1,163.48,9.54,0.55,0.07,15700,0.02,0
27596,1413.62,1463.85,50.23,3.55,0.55,0.06,13778,0.03,0
27816,1321.42,1280.22,-41.21,-3.12,0.5,0.05,13994,0.01,0
27844,1333.61,1470.64,137.04,10.28,0.4,0.06,10509,0.02,0
27603,1284.5,1458.6,174.1,13.55,1.16,0.11,14688,0.02,0
27882,1274.23,1380.05,105.82,8.3,0.44,0.05,12523,0.02,0
27312,1388.77,1546.08,157.31,11.33,0.49,0.05,15507,0.01,0
27018,1159.01,1094.16,-64.85,-5.6,0.44,0.05,12371,0.01,0
28301,1431.46,1607.42,175.96,12.29,0.44,0.1,8375,0.03,0
28306,1737.4,1907.19,169.79,9.77,0.55,0.12,11286,0.03,0
28454,1160.65,1284.15,123.5,10.64,0.47,0.07,12112,0.02,0
28804,1436.11,1595.21,159.1,11.08,0.28,0.03,15664,0.01,0
28204,1726.01,1808.8,82.79,4.8,0.52,0.04,25525,0.02,0
28521,1440.21,1570.82,130.61,9.07,0.95,0.12,14215,0.01,0
28586,991.34,1095.86,104.52,10.54,0.5,0.05,15856,0.01,0
28215,1235.96,1266.6,30.64,2.48,0.5,0.07,9932,0.06,0
27828,1498.63,1607.63,109.01,7.27,0.31,0.05,11245,0.01,0
28211,1992.28,2339.88,347.6,17.45,0.41,0.06,17395,0.02,0
28105,1434.87,1561.73,126.86,8.84,0.58,0.07,13332,0.03,0
28210,1528.73,1696.46,167.73,10.97,0.62,0.07,15443,0.02,0
28391,1553.45,1621.78,68.33,4.4,0.65,0.1,16383,0.03,0
27583,1293.85,1181.75,-112.1,-8.66,0.42,0.05,10621,0.01,0
28732,1192.73,1319.12,126.39,10.6,0.33,0.04,10321,0.01,0
27043,1169.59,1212.54,42.95,3.67,0.44,0.05,13411,0.02,0
28711,1173.05,1285.24,112.19,9.56,0.31,0.04,12126,0.01,0
28371,1688.61,1850.21,161.6,9.57,0.68,0.14,12319,0.04,0
27284,1097.33,1187.4,90.07,8.21,0.59,0.07,10851,0.02,0
28792,1057.52,1166.83,109.32,10.34,0.37,0.04,11441,0.01,0
28273,1225.72,1334.14,108.42,8.85,0.49,0.07,10576,0.04,0
28501,1567.92,1807.36,239.43,15.27,0.39,0.07,10890,0.02,0
28525,1430.34,1652.57,222.22,15.54,0.52,0.08,13037,0.02,0
28610,970.38,1054.8,84.42,8.7,0.48,0.06,9906,0.02,0
27405,949.49,1063.4,113.9,12,0.69,0.08,9690,0.04,0
27302,1047.36,1134.48,87.12,8.32,0.46,0.05,11114,0.02,0
28682,1504.96,1602.15,97.19,6.46,0.25,0.03,12376,0.01,0
27891,1300.16,1459.88,159.72,12.28,0.48,0.06,12065,0.01,0
27022,1249.81,1135.13,-114.68,-9.18,0.46,0.05,18718,0.01,0
28164,1170.56,1269.06,98.5,8.41,0.48,0.05,11962,0.02,0
27505,1348.61,1392.65,44.04,3.27,0.3,0.06,8779,0.01,0
27205,1055.16,1137.68,82.53,7.82,0.53,0.05,12504,0.01,0
27371,1252.6,1342.16,89.56,7.15,0.27,0.04,10267,0.01,0
28016,986.18,1090.05,103.87,10.53,0.36,0.04,9645,0.02,0
28468,996.6,1195.7,199.1,19.98,0.2,0.02,16008,0.01,0
28467,882.4,1210.35,327.96,37.17,0.25,0.03,15081,0.01,0
28456,1754.46,1807.02,52.56,3,0.85,0.13,13647,0.02,0
27288,948.32,1075.45,127.13,13.41,0.48,0.06,8631,0.02,0
27610,1198.81,1361.68,162.87,13.59,0.56,0.09,9253,0.03,0
27612,1509,1753.33,244.32,16.19,0.57,0.06,17687,0.01,0
28607,1345.45,1462.47,117.03,8.7,0.33,0.03,16653,0.01,0
28457,813.16,984.32,171.16,21.05,0.67,0.05,19592,0.01,0
28722,1181.04,1308.85,127.81,10.82,0.6,0.06,14518,0.01,0
27855,1343.64,1409.02,65.38,4.87,1.79,0.18,13586,0.02,0
27305,1204.59,1219.58,14.99,1.24,0.43,0.05,12653,0.02,0
27950,1596.92,1796.99,200.07,12.53,0.33,0.03,21371,0.01,0
28702,1447.33,1449.76,2.43,0.17,0.12,0.02,8064,0.01,0
27944,1541.16,1516.04,-25.12,-1.63,0.1,0.02,8682,0.02,0
27929,914.03,1112.25,198.22,21.69,0.53,0.03,19331,0.01,0
27964,1282.28,1281.08,-1.2,-0.09,0.2,0.02,11336,0.01,0
28785,1243.9,1307.16,63.26,5.09,0.29,0.03,12996,0.01,0
28139,1248.22,1259.53,11.3,0.91,0.46,0.05,11801,0.01,0
27869,1284.48,1347.84,63.36,4.93,0.34,0.06,8925,0.02,0
27808,1264.77,1279.2,14.42,1.14,0.27,0.03,12880,0.01,0
28905,1142.97,1275.86,132.89,11.63,0.39,0.03,17712,0.01,0
28748,1079.17,1184.73,105.56,9.78,0.35,0.03,14159,0.01,0
28334,1370.42,1478.91,108.49,7.92,0.68,0.09,13156,0.02,0
27040,1186.82,1265.78,78.96,6.65,0.43,0.05,11562,0.01,0
28757,1500.67,1582.4,81.73,5.45,0.39,0.03,22240,0,0
28390,1620.95,1841.25,220.3,13.59,0.61,0.11,12442,0.03,0
28602,974.18,1059.65,85.47,8.77,0.54,0.06,9877,0.01,0
28429,777.45,934.87,157.42,20.25,0.6,0.05,14623,0.01,0
28538,1390.21,1535.39,145.18,10.44,0.35,0.06,8232,0.03,0
28092,1051.2,1139.17,87.97,8.37,0.57,0.06,12058,0.01,0
27041,1068.78,1103.86,35.07,3.28,0.26,0.04,7857,0.02,0
28006,1168.28,1184.7,16.42,1.41,0.29,0.03,12285,0.02,0
28173,1829.74,1954.8,125.05,6.83,0.54,0.06,19354,0.03,0
28103,1196.49,1306.76,110.28,9.22,0.56,0.06,13730,0.02,0
27523,1471.76,1538.67,66.91,4.55,0.65,0.07,15124,0.02,0
27252,1158.9,1282.94,124.04,10.7,0.97,0.06,24397,0.01,0
28470,819.61,1036.86,217.24,26.51,0.27,0.02,14381,0.01,0
28462,913.79,1075.03,161.24,17.65,0.4,0.03,19334,0.01,0
27317,981.56,1075.56,94,9.58,0.6,0.06,10460,0.02,0
28133,1440.69,1511.01,70.31,4.88,0.48,0.05,15066,0.01,0
27410,1242.65,1383.91,141.26,11.37,0.64,0.08,12219,0.02,0
28442,1873.38,2081.53,208.15,11.11,0.59,0.11,11522,0.02,0
28622,1254.94,1395.28,140.34,11.18,0.43,0.03,22210,0.01,0
28432,1938.84,1847.24,-91.59,-4.72,0.81,0.09,25329,0.02,0
28433,1759.08,1746.87,-12.21,-0.69,0.54,0.1,9030,0.02,0
27814,1456.15,1491.53,35.38,2.43,0.13,0.03,9666,0.01,0
28717,2513.95,3112.68,598.74,23.82,0.27,0.03,33823,0,0
27976,1291.78,1431.84,140.06,10.84,0.25,0.04,10421,0.01,0
27910,1414.76,1384.12,-30.63,-2.17,0.33,0.06,9466,0.02,0
28571,935,1057.92,122.92,13.15,0.32,0.06,10348,0.02,0
27376,1508.74,1520.55,11.81,0.78,0.4,0.05,15316,0.01,0
27818,1590.51,1367.96,-222.55,-13.99,0.52,0.06,16446,0.02,0
28734,1076.25,1149.87,73.62,6.84,0.31,0.02,15811,0.01,0
28386,1546.53,1682.65,136.13,8.8,0.68,0.1,16818,0.02,0
28669,1067.79,1096.73,28.93,2.71,0.59,0.05,12907,0.01,0
28670,1103.84,1036.36,-67.49,-6.11,0.46,0.04,12209,0.01,0
27536,1122.14,1253.88,131.73,11.74,0.46,0.06,9997,0.02,0
28392,1622.65,1596.9,-25.75,-1.59,0.53,0.08,12990,0.02,0
28340,1548.32,1577.51,29.19,1.89,0.55,0.08,17711,0.02,0
28160,930.81,1025.28,94.46,10.15,0.76,0.06,13640,0.01,0
28651,948.6,1052.44,103.84,10.95,0.49,0.05,10710,0.01,0
27949,2186.45,2477.24,290.79,13.3,0.23,0.02,33672,0.03,0
28693,1136.79,1223.35,86.56,7.61,0.25,0.02,20467,0,0
28512,1153.04,1201.27,48.23,4.18,0.33,0.04,19674,0.01,0
28617,1039.53,1149.87,110.35,10.62,0.13,0.03,6762,0.01,0
27555,1013.29,1150.24,136.94,13.51,0.28,0.06,7158,0.01,0
27510,1214.61,1357.26,142.66,11.75,0.43,0.05,13053,0.01,0
27377,1131.58,1191.78,60.2,5.32,0.5,0.05,13914,0.02,0
27520,1308.17,1438.73,130.56,9.98,0.8,0.09,13582,0.02,0
28081,1120.18,1211.17,90.99,8.12,0.62,0.07,11450,0.03,0
27527,1461.57,1568.39,106.81,7.31,0.72,0.08,15092,0.02,0
28159,1161.02,1227.83,66.81,5.75,0.39,0.05,10299,0.03,0
28681,974.94,1081.34,106.4,10.91,0.51,0.05,10992,0.01,0
28083,1028.98,1122.23,93.26,9.06,0.61,0.08,9771,0.03,0
28465,1083.7,1242.99,159.29,14.7,0.29,0.03,16037,0.01,0
28721,1152.12,1250.91,98.78,8.57,0.28,0.03,11311,0.01,0
28425,1001.45,1107.48,106.03,10.59,0.6,0.05,20020,0.02,0
27866,1323.15,1505.29,182.14,13.77,0.46,0.07,11468,0.01,0
27862,1526.31,1651.73,125.42,8.22,0.23,0.05,7649,0.03,0
28698,1318.11,1435.21,117.1,8.88,0.22,0.02,14590,0.01,0
28458,1621.74,1830.68,208.94,12.88,0.69,0.1,16951,0.02,0
28466,1818.78,1992.52,173.74,9.55,0.73,0.12,15187,0.01,0
28786,1244.98,1326.22,81.24,6.53,0.24,0.03,11252,0.01,0
27960,1604.49,1436.31,-168.17,-10.48,0.08,0.02,8752,0.03,0
27845,1222.51,1362.63,140.12,11.46,0.57,0.07,12092,0.01,0
27947,1038.28,1076.8,38.52,3.71,0.1,0.02,5899,0.01,0
28756,1466.93,1633.32,166.4,11.34,0.3,0.04,14512,0.01,0
27973,1026.53,1226.49,199.95,19.48,0.2,0.02,21826,0.02,0
28448,1701.59,1817.03,115.44,6.78,0.97,0.13,14315,0,0
28444,1666.61,1839.31,172.7,10.36,0.83,0.09,24255,0.02,0
27850,1555.63,1670.88,115.25,7.41,0.42,0.04,18481,0.01,0
28901,1142.51,1238.89,96.38,8.44,0.21,0.02,11665,0.01,0
28423,2088.59,2166.18,77.59,3.71,0.72,0.12,14566,0.02,0
27865,1404.46,1373.55,-30.92,-2.2,0.11,0.03,5027,0.02,0
28450,1868.43,1911.89,43.46,2.33,0.72,0.11,12818,0.01,0
27315,1208.49,1137.33,-71.15,-5.89,0.38,0.07,5172,0.01,0
27962,1072.39,1161.77,89.38,8.34,0.44,0.03,19702,0.03,0
28735,1061.43,1249.88,188.44,17.75,0.31,0.02,18592,0.01,0
27616,1226.24,1364.08,137.83,11.24,0.58,0.08,10263,0.03,0
28902,1369.1,1476.24,107.14,7.83,0.67,0.02,51613,0.01,0
27047,1123.67,1072.46,-51.22,-4.56,0.26,0.05,7169,0.01,0
28439,1854.19,1768.46,-85.73,-4.62,0.19,0.06,6268,0.01,0
28387,1595.83,1654.59,58.76,3.68,0.33,0.11,9376,0.01,0
28374,1779.66,1859.48,79.82,4.49,0.39,0.07,13857,0.01,0
28663,1378.81,1525.62,146.81,10.65,0.3,0.02,23223,0.01,0
28510,1002.74,1113.59,110.85,11.05,0.38,0.04,17418,0.02,0
28741,2245.12,2584.33,339.2,15.11,0.3,0.02,33308,0.01,0
28114,1150.19,1101.66,-48.52,-4.22,0.74,0.06,15648,0.01,0
27849,1535.16,1617.43,82.27,5.36,0.44,0.07,10002,0.01,0
28659,951.99,1033.23,81.23,8.53,0.42,0.05,10228,0.01,0
28527,1050.65,1056.37,5.72,0.54,0.08,0.03,3920,0.02,0
27229,1198.13,1272.84,74.7,6.24,0.24,0.04,7057,0.01,0
28720,930.99,1449.85,518.86,55.73,0.86,0.04,13822,0.02,0
27979,1363.52,1443.24,79.72,5.85,0.18,0.05,6567,0.01,0
28347,1191.03,1273.31,82.27,6.91,0.53,0.09,8988,0.02,0
28697,1123.88,1222.46,98.57,8.77,0.53,0.05,14318,0.01,0
28338,1264.73,1326.56,61.83,4.89,0.66,0.06,14015,0.01,0
27926,1474.06,1572.95,98.88,6.71,0.26,0.04,12072,0.01,0
27937,1638.61,1784.23,145.62,8.89,0.37,0.06,10035,0.01,0
28531,708.9,786.4,77.5,10.93,0.29,0.05,8131,0.01,0
28524,888.5,778.65,-109.84,-12.36,0.57,0.05,28182,0.02,0
27539,1502.6,1742.16,239.55,15.94,0.77,0.09,16173,0.02,0
27525,1340.42,1337.26,-3.16,-0.24,0.4,0.05,12438,0.02,0
27591,1163.72,1272.28,108.56,9.33,0.59,0.07,11785,0.02,0
27589,1237.9,1348.75,110.84,8.95,0.49,0.05,13803,0.01,0
27614,1974.69,2239.53,264.83,13.41,0.76,0.1,18537,0.02,0
28166,1245.08,1286.09,41.01,3.29,0.47,0.04,15269,0.04,0
27557,1200.35,1295.14,94.79,7.9,0.4,0.05,10706,0.02,0
28115,1168.76,1299.67,130.9,11.2,0.62,0.07,13127,0.03,0
28461,1151.89,1588.11,436.22,37.87,0.57,0.04,23854,0.01,0
27207,1099.38,1219.79,120.41,10.95,0.26,0.03,10504,0.01,0
28124,1255.43,1365.74,110.3,8.79,0.58,0.06,13113,0.01,0
27511,1406.49,1597.78,191.29,13.6,0.49,0.06,14572,0.02,0
27542,1232.8,1341.49,108.68,8.82,0.61,0.06,16203,0.01,0
28518,1476.87,1550.54,73.66,4.99,0.96,0.12,14121,0.02,0
27534,1622.58,1687.14,64.56,3.98,0.35,0.07,10651,0.02,0
27106,1337.95,1459.38,121.43,9.08,0.48,0.06,12994,0.02,0
28544,924.36,903.32,-21.04,-2.28,0.54,0.08,11364,0.02,0
28205,1203.62,1337.65,134.03,11.14,0.43,0.05,12378,0.02,0
28530,1411.55,1552.9,141.35,10.01,0.42,0.06,12820,0.02,0
28806,971.93,1091.71,119.79,12.32,0.31,0.03,11851,0.01,0
27813,1015.3,1202.02,186.72,18.39,0.25,0.05,5626,0.02,0
28213,1260.98,1401.69,140.7,11.16,0.48,0.07,9496,0.04,0
28787,1156.59,1251.36,94.76,8.19,0.29,0.03,13203,0.01,0
28709,1066.3,1226.85,160.55,15.06,0.17,0.02,10145,0.01,0
27019,1099.89,1153.54,53.65,4.88,0.43,0.05,10622,0.02,0
27052,1036.74,1093.68,56.93,5.49,0.34,0.05,8811,0.02,0
27045,1016.31,1115.07,98.76,9.72,0.54,0.06,11433,0.02,0
28311,1734.1,1908.58,174.47,10.06,0.88,0.14,13482,0.03,0
28217,1039.63,1169.9,130.27,12.53,0.38,0.06,7538,0.03,0
28778,1002.07,1101.57,99.5,9.93,0.36,0.03,12581,0.01,0
28730,1286.98,1466.57,179.59,13.95,0.36,0.04,14344,0.01,0
28262,1380.31,1496.33,116.02,8.41,0.54,0.08,10866,0.04,0
28134,1243.7,1353.27,109.57,8.81,0.46,0.05,13409,0.04,0
27514,1819.08,2031.38,212.3,11.67,0.36,0.06,14110,0.01,0
27243,1215.57,1293.59,78.02,6.42,0.57,0.04,18288,0.01,0
27231,1174.52,1285.28,110.76,9.43,0.48,0.05,14019,0.01,0
27809,1351.6,1466.14,114.54,8.47,0.54,0.08,10714,0.01,0
27403,1156.88,1254.14,97.25,8.41,0.61,0.06,12659,0.02,0
27006,1306.28,1370.68,64.4,4.93,0.44,0.05,12086,0.01,0
27540,1422.19,1565.78,143.58,10.1,0.63,0.08,12798,0.02,0
27314,1324.43,1238.45,-85.98,-6.49,0.55,0.04,36216,0.01,0
28723,1421.39,1557.72,136.32,9.59,0.31,0.03,21333,0.01,0
28515,1100.36,891.33,-209.03,-19,0.19,0.06,5066,0.03,0
27242,1125.67,1144.1,18.42,1.64,0.42,0.04,14553,0.01,0
27942,1499.25,1416.64,-82.61,-5.51,0.83,0.08,15792,0.01,0
28627,1282.85,1396.36,113.51,8.85,0.26,0.04,11467,0.01,0
28441,1613.27,1653.17,39.9,2.47,0.39,0.07,10271,0.02,0
27805,1334.02,1432.03,98.01,7.35,0.22,0.04,7921,0.02,0
28635,972.67,1019.33,46.66,4.8,0.2,0.03,6875,0.01,0
28523,878.83,930.73,51.9,5.91,0.26,0.05,6858,0.02,0
28752,944.07,1040.25,96.18,10.19,0.4,0.04,10202,0.01,0
28369,1554.18,1447.53,-106.64,-6.86,0.55,0.09,11866,0.02,0
28360,1440.19,1542.95,102.76,7.14,0.61,0.09,15458,0.02,0
28532,1171.64,1260.51,88.88,7.59,0.58,0.07,17657,0.02,0
27581,1186.74,1196.1,9.35,0.79,0.77,0.07,12615,0.01,0
28694,1235.25,1291.5,56.25,4.55,0.22,0.03,10083,0.01,0
28665,1241.72,1242.52,0.8,0.06,0.21,0.04,8601,0.01,0
28376,1562.28,1633.23,70.95,4.54,0.84,0.16,11200,0.03,0
27935,1233.75,1418.85,185.11,15,0.49,0.05,14161,0.01,0
28781,1625.54,1556.49,-69.06,-4.25,0.13,0.02,10980,0.01,0
27959,1764.52,1925.87,161.35,9.14,0.13,0.02,15063,0.02,0
28351,1232.33,1364.2,131.87,10.7,0.54,0.09,9942,0.02,0
28396,1500.25,1488.51,-11.75,-0.78,0.52,0.07,14055,0.02,0
28677,1065.57,1191.42,125.85,11.81,0.49,0.05,11532,0.02,0
27107,1038.74,1122.83,84.09,8.1,0.43,0.05,9513,0.02,0
27127,994.3,1105.43,111.13,11.18,0.41,0.05,9318,0.02,0
28689,1089.83,1196.74,106.9,9.81,0.33,0.04,11552,0.01,0
27020,1108.95,1044.13,-64.83,-5.85,0.34,0.05,7412,0.01,0
28079,1278.94,1396.67,117.73,9.21,0.55,0.07,11925,0.03,0
27344,1056.59,1189.15,132.56,12.55,0.52,0.04,15595,0.01,0
27217,950.17,1044.31,94.14,9.91,0.52,0.06,10347,0.03,0
27258,996.22,1123.46,127.24,12.77,0.43,0.04,15507,0.02,0
28657,1046.33,1119.3,72.96,6.97,0.31,0.03,13958,0.01,0
27349,1040.96,1109.95,68.98,6.63,0.54,0.05,12082,0.02,0
28227,1313.94,1418.3,104.36,7.94,0.59,0.07,13001,0.03,0
28138,1122.32,1209.08,86.76,7.73,0.49,0.06,11259,0.02,0
27560,1336.02,1506.14,170.12,12.73,0.69,0.1,11467,0.03,0
27834,1557.35,1685.07,127.71,8.2,0.36,0.05,12920,0.02,0
27701,1349.69,1549.97,200.28,14.84,0.3,0.04,11935,0.02,0
27105,1012.27,1140.14,127.87,12.63,0.62,0.07,9903,0.03,0
27705,1411.07,1587.72,176.65,12.52,0.4,0.05,12904,0.01,0
28572,1567.52,1626.47,58.95,3.76,0.58,0.1,10453,0.02,0
28460,929.95,963.04,33.08,3.56,0.54,0.07,15147,0.01,0
28403,994.5,1213.24,218.74,21.99,0.5,0.04,21895,0.01,0
28208,1057.86,1153.61,95.74,9.05,0.62,0.07,11879,0.04,0
28304,1489.52,1676.67,187.15,12.56,0.51,0.11,10477,0.03,0
28365,1492.08,1587.56,95.48,6.4,0.61,0.08,14964,0.02,0
27822,1275.91,1412.2,136.29,10.68,0.75,0.08,14082,0.01,0
27889,1171.57,1183.53,11.97,1.02,0.31,0.03,14266,0.02,0
27888,1369.17,1466.59,97.43,7.12,0.54,0.06,14520,0.02,0
28318,1591.75,1660.56,68.81,4.32,0.71,0.08,20832,0.03,0
28399,1705.68,1888.35,182.67,10.71,0.62,0.08,16203,0.01,0
28601,1132.43,1219.06,86.63,7.65,0.67,0.06,13827,0.02,0
28526,1054.93,1155.21,100.28,9.51,1.03,0.06,29733,0.02,0
28673,1330.92,1432.05,101.13,7.6,0.5,0.05,13969,0.02,0
28754,1357.45,1424.93,67.48,4.97,0.3,0.03,17087,0.01,0
28339,1227.49,1389.56,162.06,13.2,0.58,0.08,11341,0.02,0
28021,1100.22,1184.87,84.64,7.69,0.6,0.06,11557,0.01,0
